quota_id,rep_id,territory,region,report_month,therapy_area,call_quota,sample_quota,target_hcp_visits,target_conversion_rate,manager_review_flag,source_system
QTA00262,REP011,T04,South,2025-10-01,Cardiology,45,7,33,0.09,1,Synthetic Sales Ops
QTA00263,REP011,T04,South,2025-11-01,Cardiology,46,6,34,0.113,0,Synthetic Sales Ops
QTA00264,REP011,T04,South,2025-12-01,Cardiology,54,5,40,0.127,0,Synthetic Sales Ops
QTA00265,REP012,T06,West,2024-01-01,Immunology,46,7,34,0.082,1,Synthetic Sales Ops
QTA00266,REP012,T06,West,2024-02-01,Immunology,45,9,33,0.107,0,Synthetic Sales Ops
QTA00267,REP012,T06,West,2024-03-01,Immunology,48,7,36,0.125,0,Synthetic Sales Ops
QTA00268,REP012,T06,West,2024-04-01,Immunology,51,5,38,0.091,0,Synthetic Sales Ops
QTA00269,REP012,T06,West,2024-05-01,Immunology,39,5,29,0.1,0,Synthetic Sales Ops
QTA00270,REP012,T06,West,2024-06-01,Immunology,43,6,32,0.097,0,Synthetic Sales Ops
QTA00271,REP012,T06,West,2024-07-01,Immunology,40,12,30,0.116,0,Synthetic Sales Ops
QTA00272,REP012,T06,West,2024-08-01,Immunology,42,7,31,0.096,0,Synthetic Sales Ops
QTA00273,REP012,T06,West,2024-09-01,Immunology,38,4,28,0.065,0,Synthetic Sales Ops
QTA00274,REP012,T06,West,2024-10-01,Immunology,49,7,36,0.136,0,Synthetic Sales Ops
QTA00275,REP012,T06,West,2024-11-01,Immunology,47,6,35,0.12,0,Synthetic Sales Ops
QTA00276,REP012,T06,West,2024-12-01,Immunology,41,9,30,0.121,0,Synthetic Sales Ops
QTA00277,REP012,T06,West,2025-01-01,Immunology,39,5,29,0.112,0,Synthetic Sales Ops
QTA00278,REP012,T06,West,2025-02-01,Immunology,40,8,30,0.121,0,Synthetic Sales Ops
QTA00279,REP012,T06,West,2025-03-01,Immunology,50,10,37,0.09,0,Synthetic Sales Ops
QTA00280,REP012,T06,West,2025-04-01,Immunology,41,10,30,0.111,1,Synthetic Sales Ops
QTA00281,REP012,T06,West,2025-05-01,Immunology,36,7,27,0.079,0,Synthetic Sales Ops
QTA00282,REP012,T06,West,2025-06-01,Immunology,50,6,37,0.116,0,Synthetic Sales Ops
QTA00283,REP012,T06,West,2025-07-01,Immunology,41,9,30,0.109,0,Synthetic Sales Ops
QTA00284,REP012,T06,West,2025-08-01,Immunology,42,9,31,0.112,0,Synthetic Sales Ops
QTA00285,REP012,T06,West,2025-09-01,Immunology,42,7,31,0.108,1,Synthetic Sales Ops
QTA00286,REP012,T06,West,2025-10-01,Immunology,46,9,34,0.122,0,Synthetic Sales Ops
QTA00287,REP012,T06,West,2025-11-01,Immunology,49,7,36,0.117,0,Synthetic Sales Ops
QTA00288,REP012,T06,West,2025-12-01,Immunology,44,6,33,0.142,0,Synthetic Sales Ops
QTA00289,REP013,T01,Northeast,2024-01-01,Oncology,48,3,36,0.07,0,Synthetic Sales Ops
QTA00290,REP013,T01,Northeast,2024-02-01,Oncology,44,8,33,0.083,1,Synthetic Sales Ops
QTA00291,REP013,T01,Northeast,2024-03-01,Oncology,52,9,39,0.113,0,Synthetic Sales Ops
QTA00292,REP013,T01,Northeast,2024-04-01,Oncology,42,3,31,0.115,1,Synthetic Sales Ops
QTA00293,REP013,T01,Northeast,2024-05-01,Oncology,37,6,27,0.087,0,Synthetic Sales Ops
QTA00294,REP013,T01,Northeast,2024-06-01,Oncology,44,3,33,0.122,0,Synthetic Sales Ops
QTA00295,REP013,T01,Northeast,2024-07-01,Oncology,42,3,31,0.09,0,Synthetic Sales Ops
QTA00296,REP013,T01,Northeast,2024-08-01,Oncology,32,7,24,0.086,1,Synthetic Sales Ops
QTA00297,REP013,T01,Northeast,2024-09-01,Oncology,41,8,30,0.121,1,Synthetic Sales Ops
QTA00298,REP013,T01,Northeast,2024-10-01,Oncology,43,8,32,0.08,0,Synthetic Sales Ops
QTA00299,REP013,T01,Northeast,2024-11-01,Oncology,40,6,30,0.11,0,Synthetic Sales Ops
QTA00300,REP013,T01,Northeast,2024-12-01,Oncology,44,9,33,0.116,0,Synthetic Sales Ops
QTA00301,REP013,T01,Northeast,2025-01-01,Oncology,43,9,32,0.072,0,Synthetic Sales Ops
QTA00302,REP013,T01,Northeast,2025-02-01,Oncology,47,8,35,0.118,1,Synthetic Sales Ops
QTA00303,REP013,T01,Northeast,2025-03-01,Oncology,45,9,33,0.164,0,Synthetic Sales Ops
QTA00304,REP013,T01,Northeast,2025-04-01,Oncology,40,8,30,0.119,0,Synthetic Sales Ops
QTA00305,REP013,T01,Northeast,2025-05-01,Oncology,39,12,29,0.117,1,Synthetic Sales Ops
QTA00306,REP013,T01,Northeast,2025-06-01,Oncology,47,7,35,0.105,1,Synthetic Sales Ops
QTA00307,REP013,T01,Northeast,2025-07-01,Oncology,38,8,28,0.148,0,Synthetic Sales Ops
QTA00308,REP013,T01,Northeast,2025-08-01,Oncology,42,6,31,0.102,0,Synthetic Sales Ops
QTA00309,REP013,T01,Northeast,2025-09-01,Oncology,42,9,31,0.075,0,Synthetic Sales Ops
QTA00310,REP013,T01,Northeast,2025-10-01,Oncology,42,8,31,0.087,0,Synthetic Sales Ops
QTA00311,REP013,T01,Northeast,2025-11-01,Oncology,48,9,36,0.08,1,Synthetic Sales Ops
QTA00312,REP013,T01,Northeast,2025-12-01,Oncology,45,4,33,0.11,1,Synthetic Sales Ops
QTA00313,REP014,T02,Midwest,2024-01-01,Cardiology,44,8,33,0.116,1,Synthetic Sales Ops
QTA00314,REP014,T02,Midwest,2024-02-01,Cardiology,46,3,34,0.104,0,Synthetic Sales Ops
QTA00315,REP014,T02,Midwest,2024-03-01,Cardiology,34,8,25,0.135,0,Synthetic Sales Ops
QTA00316,REP014,T02,Midwest,2024-04-01,Cardiology,43,6,32,0.097,0,Synthetic Sales Ops
QTA00317,REP014,T02,Midwest,2024-05-01,Cardiology,39,8,29,0.073,1,Synthetic Sales Ops
QTA00318,REP014,T02,Midwest,2024-06-01,Cardiology,44,7,33,0.122,1,Synthetic Sales Ops
QTA00319,REP014,T02,Midwest,2024-07-01,Cardiology,46,7,34,0.106,0,Synthetic Sales Ops
QTA00320,REP014,T02,Midwest,2024-08-01,Cardiology,39,9,29,0.115,0,Synthetic Sales Ops
QTA00321,REP014,T02,Midwest,2024-09-01,Cardiology,41,9,30,0.102,0,Synthetic Sales Ops
QTA00322,REP014,T02,Midwest,2024-10-01,Cardiology,35,10,26,0.137,0,Synthetic Sales Ops
QTA00323,REP014,T02,Midwest,2024-11-01,Cardiology,50,9,37,0.129,0,Synthetic Sales Ops
QTA00324,REP014,T02,Midwest,2024-12-01,Cardiology,41,7,30,0.118,0,Synthetic Sales Ops
QTA00325,REP014,T02,Midwest,2025-01-01,Cardiology,42,6,31,0.126,0,Synthetic Sales Ops
QTA00326,REP014,T02,Midwest,2025-02-01,Cardiology,44,9,33,0.105,0,Synthetic Sales Ops
QTA00327,REP014,T02,Midwest,2025-03-01,Cardiology,38,4,28,0.115,0,Synthetic Sales Ops
QTA00328,REP014,T02,Midwest,2025-04-01,Cardiology,40,3,30,0.085,0,Synthetic Sales Ops
QTA00329,REP014,T02,Midwest,2025-05-01,Cardiology,39,8,29,0.082,0,Synthetic Sales Ops
QTA00330,REP014,T02,Midwest,2025-06-01,Cardiology,41,8,30,0.157,0,Synthetic Sales Ops
QTA00331,REP014,T02,Midwest,2025-07-01,Cardiology,40,6,30,0.103,1,Synthetic Sales Ops
QTA00332,REP014,T02,Midwest,2025-08-01,Cardiology,41,7,30,0.139,0,Synthetic Sales Ops
QTA00333,REP014,T02,Midwest,2025-09-01,Cardiology,51,8,38,0.146,0,Synthetic Sales Ops
QTA00334,REP014,T02,Midwest,2025-10-01,Cardiology,45,6,33,0.093,0,Synthetic Sales Ops
QTA00335,REP014,T02,Midwest,2025-11-01,Cardiology,45,8,33,0.084,0,Synthetic Sales Ops
QTA00336,REP014,T02,Midwest,2025-12-01,Cardiology,36,4,27,0.112,0,Synthetic Sales Ops
QTA00337,REP015,T04,South,2024-01-01,Immunology,41,7,30,0.107,0,Synthetic Sales Ops
QTA00338,REP015,T04,South,2024-02-01,Immunology,45,7,33,0.144,0,Synthetic Sales Ops
QTA00339,REP015,T04,South,2024-03-01,Immunology,53,8,39,0.117,1,Synthetic Sales Ops
QTA00340,REP015,T04,South,2024-04-01,Immunology,47,9,35,0.083,0,Synthetic Sales Ops
QTA00341,REP015,T04,South,2024-05-01,Immunology,51,6,38,0.11,0,Synthetic Sales Ops
QTA00342,REP015,T04,South,2024-06-01,Immunology,46,7,34,0.088,1,Synthetic Sales Ops
QTA00343,REP015,T04,South,2024-07-01,Immunology,46,9,34,0.086,1,Synthetic Sales Ops
QTA00344,REP015,T04,South,2024-08-01,Immunology,48,10,36,0.117,0,Synthetic Sales Ops
QTA00345,REP015,T04,South,2024-09-01,Immunology,52,3,39,0.109,0,Synthetic Sales Ops
QTA00346,REP015,T04,South,2024-10-01,Immunology,51,8,38,0.121,0,Synthetic Sales Ops
QTA00347,REP015,T04,South,2024-11-01,Immunology,43,4,32,0.114,1,Synthetic Sales Ops
QTA00348,REP015,T04,South,2024-12-01,Immunology,56,7,42,0.071,1,Synthetic Sales Ops
QTA00349,REP015,T04,South,2025-01-01,Immunology,40,7,30,0.106,1,Synthetic Sales Ops
QTA00350,REP015,T04,South,2025-02-01,Immunology,55,10,41,0.107,0,Synthetic Sales Ops
QTA00351,REP015,T04,South,2025-03-01,Immunology,53,9,39,0.116,0,Synthetic Sales Ops
QTA00352,REP015,T04,South,2025-04-01,Immunology,46,12,34,0.091,1,Synthetic Sales Ops
QTA00353,REP015,T04,South,2025-05-01,Immunology,44,6,33,0.14,1,Synthetic Sales Ops
QTA00354,REP015,T04,South,2025-06-01,Immunology,54,8,40,0.108,0,Synthetic Sales Ops
QTA00355,REP015,T04,South,2025-07-01,Immunology,50,4,37,0.094,0,Synthetic Sales Ops
QTA00356,REP015,T04,South,2025-08-01,Immunology,52,4,39,0.096,1,Synthetic Sales Ops
QTA00357,REP015,T04,South,2025-09-01,Immunology,49,5,36,0.097,0,Synthetic Sales Ops
QTA00358,REP015,T04,South,2025-10-01,Immunology,54,9,40,0.107,1,Synthetic Sales Ops
QTA00359,REP015,T04,South,2025-11-01,Immunology,51,6,38,0.087,0,Synthetic Sales Ops
QTA00360,REP015,T04,South,2025-12-01,Immunology,48,5,36,0.113,0,Synthetic Sales Ops
QTA00361,REP016,T06,West,2024-01-01,Oncology,51,8,38,0.106,1,Synthetic Sales Ops
QTA00362,REP016,T06,West,2024-02-01,Oncology,57,5,42,0.085,0,Synthetic Sales Ops
QTA00363,REP016,T06,West,2024-03-01,Oncology,62,3,46,0.117,0,Synthetic Sales Ops
QTA00364,REP016,T06,West,2024-04-01,Oncology,57,9,42,0.096,0,Synthetic Sales Ops
QTA00365,REP016,T06,West,2024-05-01,Oncology,51,3,38,0.129,0,Synthetic Sales Ops
QTA00366,REP016,T06,West,2024-06-01,Oncology,56,5,42,0.082,0,Synthetic Sales Ops
QTA00367,REP016,T06,West,2024-07-01,Oncology,55,8,41,0.119,0,Synthetic Sales Ops
QTA00368,REP016,T06,West,2024-08-01,Oncology,58,11,43,0.089,1,Synthetic Sales Ops
QTA00369,REP016,T06,West,2024-09-01,Oncology,62,10,46,0.082,0,Synthetic Sales Ops
QTA00370,REP016,T06,West,2024-10-01,Oncology,63,9,47,0.114,1,Synthetic Sales Ops
QTA00371,REP016,T06,West,2024-11-01,Oncology,56,8,42,0.105,0,Synthetic Sales Ops
QTA00372,REP016,T06,West,2024-12-01,Oncology,58,6,43,0.121,0,Synthetic Sales Ops
QTA00373,REP016,T06,West,2025-01-01,Oncology,50,8,37,0.095,0,Synthetic Sales Ops
QTA00374,REP016,T06,West,2025-02-01,Oncology,58,9,43,0.134,1,Synthetic Sales Ops
QTA00375,REP016,T06,West,2025-03-01,Oncology,62,3,46,0.142,0,Synthetic Sales Ops
QTA00376,REP016,T06,West,2025-04-01,Oncology,62,5,46,0.093,1,Synthetic Sales Ops
QTA00377,REP016,T06,West,2025-05-01,Oncology,57,8,42,0.132,1,Synthetic Sales Ops
QTA00378,REP016,T06,West,2025-06-01,Oncology,61,8,45,0.106,1,Synthetic Sales Ops
QTA00379,REP016,T06,West,2025-07-01,Oncology,60,3,45,0.123,0,Synthetic Sales Ops
QTA00380,REP016,T06,West,2025-08-01,Oncology,58,7,43,0.133,0,Synthetic Sales Ops
QTA00381,REP016,T06,West,2025-09-01,Oncology,55,6,41,0.135,1,Synthetic Sales Ops
QTA00382,REP016,T06,West,2025-10-01,Oncology,56,7,42,0.079,1,Synthetic Sales Ops
QTA00383,REP016,T06,West,2025-11-01,Oncology,50,9,37,0.113,1,Synthetic Sales Ops
QTA00384,REP016,T06,West,2025-12-01,Oncology,53,7,39,0.146,1,Synthetic Sales Ops
QTA00385,REP017,T01,Northeast,2024-01-01,Cardiology,47,8,35,0.116,1,Synthetic Sales Ops
QTA00386,REP017,T01,Northeast,2024-02-01,Cardiology,46,4,34,0.113,0,Synthetic Sales Ops
QTA00387,REP017,T01,Northeast,2024-03-01,Cardiology,46,4,34,0.13,0,Synthetic Sales Ops
QTA00388,REP017,T01,Northeast,2024-04-01,Cardiology,44,7,33,0.08,1,Synthetic Sales Ops
QTA00389,REP017,T01,Northeast,2024-05-01,Cardiology,44,10,33,0.097,0,Synthetic Sales Ops
QTA00390,REP017,T01,Northeast,2024-06-01,Cardiology,44,8,33,0.107,1,Synthetic Sales Ops
QTA00391,REP017,T01,Northeast,2024-07-01,Cardiology,44,4,33,0.082,1,Synthetic Sales Ops
QTA00392,REP017,T01,Northeast,2024-08-01,Cardiology,47,5,35,0.118,1,Synthetic Sales Ops
QTA00393,REP017,T01,Northeast,2024-09-01,Cardiology,56,4,42,0.114,1,Synthetic Sales Ops
QTA00394,REP017,T01,Northeast,2024-10-01,Cardiology,45,8,33,0.063,0,Synthetic Sales Ops
QTA00395,REP017,T01,Northeast,2024-11-01,Cardiology,54,7,40,0.115,0,Synthetic Sales Ops
QTA00396,REP017,T01,Northeast,2024-12-01,Cardiology,46,6,34,0.064,0,Synthetic Sales Ops
QTA00397,REP017,T01,Northeast,2025-01-01,Cardiology,46,5,34,0.113,1,Synthetic Sales Ops
QTA00398,REP017,T01,Northeast,2025-02-01,Cardiology,44,9,33,0.083,0,Synthetic Sales Ops
QTA00399,REP017,T01,Northeast,2025-03-01,Cardiology,41,6,30,0.148,0,Synthetic Sales Ops
QTA00400,REP017,T01,Northeast,2025-04-01,Cardiology,47,6,35,0.099,1,Synthetic Sales Ops
QTA00401,REP017,T01,Northeast,2025-05-01,Cardiology,47,7,35,0.109,0,Synthetic Sales Ops
QTA00402,REP017,T01,Northeast,2025-06-01,Cardiology,41,6,30,0.128,0,Synthetic Sales Ops
QTA00403,REP017,T01,Northeast,2025-07-01,Cardiology,46,6,34,0.112,0,Synthetic Sales Ops
QTA00404,REP017,T01,Northeast,2025-08-01,Cardiology,52,9,39,0.084,0,Synthetic Sales Ops
QTA00405,REP017,T01,Northeast,2025-09-01,Cardiology,43,6,32,0.116,0,Synthetic Sales Ops
QTA00406,REP017,T01,Northeast,2025-10-01,Cardiology,50,6,37,0.098,0,Synthetic Sales Ops
QTA00407,REP017,T01,Northeast,2025-11-01,Cardiology,44,10,33,0.123,0,Synthetic Sales Ops
QTA00408,REP017,T01,Northeast,2025-12-01,Cardiology,56,5,42,0.111,0,Synthetic Sales Ops
QTA00409,REP018,T02,Midwest,2024-01-01,Immunology,40,6,30,0.089,0,Synthetic Sales Ops
QTA00410,REP018,T02,Midwest,2024-02-01,Immunology,43,5,32,0.127,0,Synthetic Sales Ops
QTA00411,REP018,T02,Midwest,2024-03-01,Immunology,55,7,41,0.111,0,Synthetic Sales Ops
QTA00412,REP018,T02,Midwest,2024-04-01,Immunology,50,10,37,0.116,0,Synthetic Sales Ops
QTA00413,REP018,T02,Midwest,2024-05-01,Immunology,44,5,33,0.139,0,Synthetic Sales Ops
QTA00414,REP018,T02,Midwest,2024-06-01,Immunology,44,3,33,0.09,0,Synthetic Sales Ops
QTA00415,REP018,T02,Midwest,2024-07-01,Immunology,48,10,36,0.078,0,Synthetic Sales Ops
QTA00416,REP018,T02,Midwest,2024-08-01,Immunology,48,4,36,0.11,0,Synthetic Sales Ops
QTA00417,REP018,T02,Midwest,2024-09-01,Immunology,42,4,31,0.103,0,Synthetic Sales Ops
QTA00418,REP018,T02,Midwest,2024-10-01,Immunology,43,6,32,0.101,0,Synthetic Sales Ops
QTA00419,REP018,T02,Midwest,2024-11-01,Immunology,45,7,33,0.102,1,Synthetic Sales Ops
QTA00420,REP018,T02,Midwest,2024-12-01,Immunology,36,8,27,0.11,1,Synthetic Sales Ops
QTA00421,REP018,T02,Midwest,2025-01-01,Immunology,47,4,35,0.071,0,Synthetic Sales Ops
QTA00422,REP018,T02,Midwest,2025-02-01,Immunology,43,8,32,0.101,1,Synthetic Sales Ops
QTA00423,REP018,T02,Midwest,2025-03-01,Immunology,47,8,35,0.105,1,Synthetic Sales Ops
QTA00424,REP018,T02,Midwest,2025-04-01,Immunology,47,10,35,0.123,1,Synthetic Sales Ops
QTA00425,REP018,T02,Midwest,2025-05-01,Immunology,46,9,34,0.141,1,Synthetic Sales Ops
QTA00426,REP018,T02,Midwest,2025-06-01,Immunology,43,9,32,0.111,0,Synthetic Sales Ops
QTA00427,REP018,T02,Midwest,2025-07-01,Immunology,45,9,33,0.112,0,Synthetic Sales Ops
QTA00428,REP018,T02,Midwest,2025-08-01,Immunology,42,10,31,0.092,0,Synthetic Sales Ops
QTA00429,REP018,T02,Midwest,2025-09-01,Immunology,44,9,33,0.08,0,Synthetic Sales Ops
QTA00430,REP018,T02,Midwest,2025-10-01,Immunology,35,8,26,0.088,0,Synthetic Sales Ops
QTA00431,REP018,T02,Midwest,2025-11-01,Immunology,46,6,34,0.115,0,Synthetic Sales Ops
QTA00432,REP018,T02,Midwest,2025-12-01,Immunology,46,8,34,0.096,0,Synthetic Sales Ops
