claim_id,hcp_id,product_id,service_month,n_rx,new_rx,total_patients,payer_type,channel_source,geo_region
CLM000317,HCP0018,PRD001,2025-04-01,36,12,26,Medicaid,Claims,West
CLM000318,HCP0018,PRD002,2025-05-01,40,7,55,Medicaid,Syndicated Rx,West
CLM000319,HCP0018,PRD004,2025-06-01,34,17,43,Medicare,Claims,West
CLM000320,HCP0018,PRD005,2025-07-01,16,9,29,Cash,Sample,West
CLM000321,HCP0018,PRD010,2025-08-01,27,15,35,Commercial,Claims,West
CLM000322,HCP0018,PRD009,2025-09-01,18,17,22,Commercial,Syndicated Rx,West
CLM000323,HCP0018,PRD004,2025-10-01,14,14,21,Commercial,Claims,West
CLM000324,HCP0018,PRD003,2025-11-01,27,6,32,Medicaid,Syndicated Rx,West
CLM000325,HCP0018,PRD010,2026-01-01,22,1,10,Medicare,Claims,West
CLM000326,HCP0018,PRD005,2026-02-01,16,12,29,Cash,Claims,West
CLM000327,HCP0018,PRD005,2026-03-01,32,8,8,Commercial,Sample,West
CLM000328,HCP0018,PRD001,2026-04-01,29,14,16,Medicare,Syndicated Rx,West
CLM000329,HCP0018,PRD005,2026-05-01,36,3,47,Medicare,Syndicated Rx,West
CLM000330,HCP0036,PRD006,2024-01-01,29,9,19,Commercial,Sample,West
CLM000331,HCP0036,PRD009,2024-03-01,38,8,48,Medicaid,Claims,West
CLM000332,HCP0036,PRD003,2024-04-01,14,1,8,Medicare,Sample,West
CLM000333,HCP0036,PRD007,2024-05-01,10,0,30,Medicaid,Sample,West
CLM000334,HCP0036,PRD008,2024-06-01,7,7,8,Cash,Sample,West
CLM000335,HCP0036,PRD005,2024-07-01,16,11,18,Medicare,Syndicated Rx,West
CLM000336,HCP0036,PRD009,2024-08-01,50,10,13,Commercial,Syndicated Rx,West
CLM000337,HCP0036,PRD005,2024-09-01,23,17,21,Cash,Claims,West
CLM000338,HCP0036,PRD008,2024-10-01,39,17,45,Medicare,Claims,West
CLM000339,HCP0036,PRD006,2024-11-01,19,11,19,Commercial,Syndicated Rx,West
CLM000340,HCP0036,PRD008,2024-12-01,35,17,51,Cash,Claims,West
CLM000341,HCP0036,PRD009,2025-01-01,39,17,37,Cash,Syndicated Rx,West
CLM000342,HCP0036,PRD009,2025-03-01,27,17,19,Medicare,Syndicated Rx,West
CLM000343,HCP0036,PRD002,2025-04-01,42,8,31,Cash,Claims,West
CLM000344,HCP0036,PRD010,2025-06-01,6,5,24,Medicaid,Sample,West
CLM000345,HCP0036,PRD005,2025-07-01,36,2,29,Medicare,Sample,West
CLM000346,HCP0036,PRD009,2025-08-01,26,17,36,Medicaid,Syndicated Rx,West
CLM000347,HCP0036,PRD005,2025-09-01,17,10,13,Commercial,Claims,West
CLM000348,HCP0036,PRD005,2025-11-01,13,1,8,Cash,Claims,West
CLM000349,HCP0036,PRD001,2025-12-01,42,18,60,Cash,Sample,West
CLM000350,HCP0036,PRD007,2026-01-01,34,18,21,Medicaid,Claims,West
CLM000351,HCP0036,PRD008,2026-02-01,2,2,11,Cash,Claims,West
CLM000352,HCP0036,PRD009,2026-03-01,24,1,40,Cash,Syndicated Rx,West
CLM000353,HCP0036,PRD010,2026-05-01,41,8,10,Commercial,Syndicated Rx,West
CLM000354,HCP0030,PRD006,2024-01-01,39,6,12,Commercial,Sample,South
CLM000355,HCP0030,PRD002,2024-02-01,24,12,24,Medicare,Sample,South
CLM000356,HCP0030,PRD010,2024-03-01,40,5,52,Cash,Sample,South
CLM000357,HCP0030,PRD009,2024-04-01,40,18,47,Cash,Claims,South
CLM000358,HCP0030,PRD010,2024-05-01,40,5,30,Medicaid,Sample,South
CLM000359,HCP0030,PRD007,2024-06-01,36,14,34,Medicaid,Syndicated Rx,South
CLM000360,HCP0030,PRD001,2024-07-01,33,13,51,Medicare,Sample,South
CLM000361,HCP0030,PRD003,2024-08-01,47,12,59,Medicaid,Syndicated Rx,South
CLM000362,HCP0030,PRD007,2024-10-01,12,12,13,Medicaid,Sample,South
CLM000363,HCP0030,PRD004,2024-11-01,23,4,5,Medicaid,Claims,South
CLM000364,HCP0030,PRD004,2024-12-01,11,10,18,Medicare,Claims,South
CLM000365,HCP0030,PRD002,2025-01-01,20,11,15,Medicaid,Syndicated Rx,South
CLM000366,HCP0030,PRD005,2025-03-01,27,8,13,Cash,Sample,South
CLM000367,HCP0030,PRD002,2025-05-01,40,10,21,Cash,Sample,South
CLM000368,HCP0030,PRD001,2025-06-01,41,3,46,Medicaid,Claims,South
CLM000369,HCP0030,PRD007,2025-07-01,42,18,23,Commercial,Syndicated Rx,South
CLM000370,HCP0030,PRD006,2025-08-01,39,13,20,Medicare,Sample,South
CLM000371,HCP0030,PRD001,2025-09-01,40,0,54,Cash,Claims,South
CLM000372,HCP0030,PRD007,2025-10-01,21,1,39,Medicare,Syndicated Rx,South
CLM000373,HCP0030,PRD007,2025-11-01,16,7,8,Cash,Syndicated Rx,South
CLM000374,HCP0030,PRD004,2026-01-01,16,2,32,Medicaid,Syndicated Rx,South
CLM000375,HCP0030,PRD006,2026-02-01,15,10,25,Commercial,Sample,South
CLM000376,HCP0030,PRD010,2026-03-01,27,2,37,Cash,Sample,South
CLM000377,HCP0030,PRD008,2026-04-01,34,4,40,Medicare,Syndicated Rx,South
CLM000378,HCP0030,PRD007,2026-05-01,30,18,33,Medicare,Claims,South
CLM000379,HCP0042,PRD002,2024-01-01,33,13,49,Commercial,Claims,Midwest
CLM000380,HCP0042,PRD005,2024-02-01,36,13,35,Medicare,Syndicated Rx,Midwest
CLM000381,HCP0042,PRD007,2024-03-01,19,0,15,Medicaid,Sample,Midwest
CLM000382,HCP0042,PRD008,2024-06-01,16,14,21,Medicare,Sample,Midwest
CLM000383,HCP0042,PRD003,2024-07-01,9,2,28,Commercial,Claims,Midwest
CLM000384,HCP0042,PRD008,2024-12-01,22,3,33,Cash,Claims,Midwest
CLM000385,HCP0042,PRD006,2025-01-01,30,17,30,Medicaid,Sample,Midwest
CLM000386,HCP0042,PRD003,2025-02-01,5,4,17,Commercial,Syndicated Rx,Midwest
CLM000387,HCP0042,PRD010,2025-03-01,21,9,26,Commercial,Syndicated Rx,Midwest
CLM000388,HCP0042,PRD003,2025-04-01,4,0,17,Medicaid,Sample,Midwest
CLM000389,HCP0042,PRD007,2025-06-01,4,3,14,Cash,Claims,Midwest
CLM000390,HCP0042,PRD008,2025-08-01,23,3,36,Commercial,Claims,Midwest
CLM000391,HCP0042,PRD001,2025-09-01,49,14,59,Commercial,Claims,Midwest
CLM000392,HCP0042,PRD008,2025-10-01,35,16,37,Cash,Syndicated Rx,Midwest
CLM000393,HCP0042,PRD006,2025-11-01,22,0,27,Medicaid,Sample,Midwest
CLM000394,HCP0042,PRD002,2025-12-01,33,16,19,Medicaid,Syndicated Rx,Midwest
CLM000395,HCP0042,PRD009,2026-03-01,34,17,31,Medicare,Syndicated Rx,Midwest
CLM000396,HCP0042,PRD003,2026-05-01,26,2,38,Medicare,Syndicated Rx,Midwest
CLM000397,HCP0010,PRD008,2024-01-01,31,4,24,Medicaid,Syndicated Rx,Northeast
CLM000398,HCP0010,PRD009,2024-02-01,14,6,24,Medicare,Claims,Northeast
CLM000399,HCP0010,PRD004,2024-03-01,24,16,29,Medicare,Sample,Northeast
CLM000400,HCP0010,PRD008,2024-06-01,51,17,63,Commercial,Claims,Northeast
CLM000401,HCP0010,PRD009,2024-07-01,5,4,15,Cash,Syndicated Rx,Northeast
CLM000402,HCP0010,PRD001,2024-08-01,17,8,32,Medicare,Claims,Northeast
CLM000403,HCP0010,PRD007,2024-09-01,39,0,44,Medicaid,Sample,Northeast
CLM000404,HCP0010,PRD009,2024-10-01,45,7,21,Medicare,Sample,Northeast
CLM000405,HCP0010,PRD006,2024-11-01,32,2,13,Cash,Sample,Northeast
CLM000406,HCP0010,PRD002,2024-12-01,29,5,36,Cash,Claims,Northeast
CLM000407,HCP0010,PRD004,2025-01-01,9,7,20,Commercial,Syndicated Rx,Northeast
CLM000408,HCP0010,PRD009,2025-03-01,19,6,10,Medicare,Syndicated Rx,Northeast
CLM000409,HCP0010,PRD006,2025-05-01,39,10,25,Cash,Syndicated Rx,Northeast
CLM000410,HCP0010,PRD006,2025-07-01,32,12,37,Commercial,Sample,Northeast
CLM000411,HCP0010,PRD007,2025-08-01,16,14,21,Cash,Sample,Northeast
CLM000412,HCP0010,PRD009,2025-09-01,45,12,60,Commercial,Claims,Northeast
CLM000413,HCP0010,PRD010,2025-10-01,31,12,30,Cash,Claims,Northeast
CLM000414,HCP0010,PRD006,2025-11-01,34,1,14,Cash,Sample,Northeast
CLM000415,HCP0010,PRD010,2025-12-01,23,16,21,Medicare,Syndicated Rx,Northeast
CLM000416,HCP0010,PRD004,2026-01-01,15,14,19,Cash,Sample,Northeast
CLM000417,HCP0010,PRD003,2026-05-01,20,10,32,Commercial,Claims,Northeast
CLM000418,HCP0003,PRD006,2024-01-01,54,14,37,Commercial,Sample,West
CLM000419,HCP0003,PRD009,2024-02-01,55,16,26,Cash,Sample,West
CLM000420,HCP0003,PRD010,2024-03-01,26,5,41,Medicare,Claims,West
CLM000421,HCP0003,PRD008,2024-05-01,27,1,24,Medicaid,Sample,West
CLM000422,HCP0003,PRD002,2024-07-01,12,5,9,Medicare,Claims,West
CLM000423,HCP0003,PRD008,2024-08-01,8,8,22,Cash,Syndicated Rx,West
CLM000424,HCP0003,PRD010,2024-09-01,38,0,36,Medicare,Claims,West
CLM000425,HCP0003,PRD010,2024-10-01,44,15,41,Cash,Claims,West
CLM000426,HCP0003,PRD004,2024-11-01,15,0,33,Medicaid,Sample,West
CLM000427,HCP0003,PRD007,2024-12-01,9,6,11,Medicare,Claims,West
CLM000428,HCP0003,PRD003,2025-01-01,10,1,6,Medicaid,Syndicated Rx,West
CLM000429,HCP0003,PRD009,2025-03-01,24,13,23,Medicaid,Sample,West
CLM000430,HCP0003,PRD004,2025-04-01,53,18,29,Cash,Sample,West
CLM000431,HCP0003,PRD008,2025-05-01,6,1,14,Medicaid,Syndicated Rx,West
CLM000432,HCP0003,PRD010,2025-10-01,23,15,18,Medicaid,Syndicated Rx,West
CLM000433,HCP0003,PRD005,2025-11-01,29,16,29,Commercial,Claims,West
CLM000434,HCP0003,PRD006,2025-12-01,21,16,31,Medicaid,Syndicated Rx,West
CLM000435,HCP0003,PRD010,2026-01-01,26,10,43,Medicaid,Claims,West
CLM000436,HCP0003,PRD009,2026-02-01,48,15,61,Cash,Syndicated Rx,West
CLM000437,HCP0003,PRD008,2026-05-01,21,9,9,Commercial,Claims,West
CLM000438,HCP0034,PRD001,2024-01-01,16,3,31,Cash,Claims,West
CLM000439,HCP0034,PRD010,2024-02-01,57,17,30,Commercial,Sample,West
CLM000440,HCP0034,PRD003,2024-03-01,25,9,13,Medicaid,Syndicated Rx,West
CLM000441,HCP0034,PRD004,2024-04-01,10,10,13,Medicaid,Syndicated Rx,West
CLM000442,HCP0034,PRD002,2024-05-01,57,18,19,Medicare,Claims,West
CLM000443,HCP0034,PRD008,2024-06-01,40,10,40,Commercial,Sample,West
CLM000444,HCP0034,PRD007,2024-07-01,44,4,34,Medicaid,Syndicated Rx,West
CLM000445,HCP0034,PRD003,2024-09-01,34,1,24,Medicaid,Sample,West
CLM000446,HCP0034,PRD010,2024-10-01,42,6,49,Medicaid,Syndicated Rx,West
CLM000447,HCP0034,PRD001,2024-11-01,21,4,6,Medicaid,Syndicated Rx,West
CLM000448,HCP0034,PRD007,2024-12-01,41,5,43,Cash,Claims,West
CLM000449,HCP0034,PRD005,2025-01-01,29,9,11,Medicaid,Syndicated Rx,West
CLM000450,HCP0034,PRD006,2025-02-01,30,7,35,Medicaid,Claims,West
CLM000451,HCP0034,PRD009,2025-03-01,12,5,16,Commercial,Claims,West
CLM000452,HCP0034,PRD009,2025-05-01,30,0,37,Medicare,Claims,West
CLM000453,HCP0034,PRD009,2025-06-01,48,15,34,Medicaid,Claims,West
CLM000454,HCP0034,PRD007,2025-08-01,24,16,22,Commercial,Syndicated Rx,West
CLM000455,HCP0034,PRD001,2025-09-01,23,16,16,Medicaid,Claims,West
CLM000456,HCP0034,PRD003,2025-10-01,23,2,34,Commercial,Claims,West
CLM000457,HCP0034,PRD005,2025-11-01,10,9,27,Medicaid,Sample,West
CLM000458,HCP0034,PRD008,2026-01-01,24,6,23,Medicaid,Syndicated Rx,West
CLM000459,HCP0034,PRD004,2026-02-01,17,8,13,Medicaid,Claims,West
CLM000460,HCP0034,PRD004,2026-03-01,49,17,23,Medicare,Sample,West
CLM000461,HCP0034,PRD007,2026-04-01,27,10,19,Medicaid,Sample,West
CLM000462,HCP0034,PRD001,2026-05-01,21,2,26,Cash,Claims,West
CLM000463,HCP0017,PRD007,2024-01-01,18,15,18,Cash,Claims,Midwest
CLM000464,HCP0017,PRD010,2024-02-01,23,12,40,Medicaid,Syndicated Rx,Midwest
CLM000465,HCP0017,PRD005,2024-03-01,40,6,11,Cash,Sample,Midwest
CLM000466,HCP0017,PRD010,2024-04-01,20,14,28,Medicaid,Sample,Midwest
CLM000467,HCP0017,PRD005,2024-05-01,44,14,28,Medicare,Claims,Midwest
CLM000468,HCP0017,PRD007,2024-07-01,36,11,22,Medicaid,Syndicated Rx,Midwest
CLM000469,HCP0017,PRD007,2024-08-01,4,0,20,Commercial,Syndicated Rx,Midwest
CLM000470,HCP0017,PRD005,2024-09-01,23,5,27,Medicare,Sample,Midwest
CLM000471,HCP0017,PRD003,2024-10-01,23,3,40,Commercial,Syndicated Rx,Midwest
CLM000472,HCP0017,PRD007,2024-11-01,49,12,38,Medicare,Sample,Midwest
CLM000473,HCP0017,PRD006,2024-12-01,35,5,29,Commercial,Syndicated Rx,Midwest
CLM000474,HCP0017,PRD005,2025-01-01,45,18,45,Medicaid,Sample,Midwest
CLM000475,HCP0017,PRD008,2025-02-01,9,5,28,Cash,Claims,Midwest
CLM000476,HCP0017,PRD003,2025-03-01,34,14,49,Commercial,Syndicated Rx,Midwest
CLM000477,HCP0017,PRD005,2025-04-01,16,12,31,Commercial,Sample,Midwest
CLM000478,HCP0017,PRD010,2025-07-01,18,15,17,Medicare,Claims,Midwest
CLM000479,HCP0017,PRD008,2025-10-01,9,0,26,Medicare,Syndicated Rx,Midwest
CLM000480,HCP0017,PRD004,2025-11-01,51,12,48,Cash,Claims,Midwest
CLM000481,HCP0017,PRD005,2025-12-01,29,10,46,Medicaid,Syndicated Rx,Midwest
CLM000482,HCP0017,PRD005,2026-01-01,16,11,29,Commercial,Sample,Midwest
CLM000483,HCP0017,PRD007,2026-03-01,22,4,8,Medicaid,Sample,Midwest
CLM000484,HCP0017,PRD009,2026-05-01,39,17,24,Medicaid,Claims,Midwest
CLM000485,HCP0022,PRD003,2024-01-01,43,18,58,Medicaid,Sample,Midwest
CLM000486,HCP0022,PRD001,2024-02-01,39,12,46,Medicare,Sample,Midwest
CLM000487,HCP0022,PRD001,2024-03-01,16,4,29,Medicaid,Syndicated Rx,Midwest
CLM000488,HCP0022,PRD003,2024-04-01,12,4,5,Commercial,Sample,Midwest
CLM000489,HCP0022,PRD008,2024-05-01,42,15,23,Commercial,Claims,Midwest
CLM000490,HCP0022,PRD005,2024-06-01,42,13,57,Cash,Sample,Midwest
CLM000491,HCP0022,PRD009,2024-07-01,43,16,51,Cash,Syndicated Rx,Midwest
CLM000492,HCP0022,PRD008,2024-08-01,32,5,43,Commercial,Sample,Midwest
CLM000493,HCP0022,PRD005,2024-09-01,39,7,24,Cash,Sample,Midwest
CLM000494,HCP0022,PRD009,2024-10-01,3,1,23,Cash,Sample,Midwest
CLM000495,HCP0022,PRD009,2024-11-01,48,18,62,Commercial,Claims,Midwest
CLM000496,HCP0022,PRD003,2024-12-01,33,16,45,Commercial,Sample,Midwest
CLM000497,HCP0022,PRD004,2025-02-01,55,15,62,Commercial,Sample,Midwest
CLM000498,HCP0022,PRD002,2025-03-01,37,18,57,Commercial,Syndicated Rx,Midwest
CLM000499,HCP0022,PRD007,2025-04-01,30,0,34,Cash,Sample,Midwest
CLM000500,HCP0022,PRD003,2025-05-01,35,13,31,Medicaid,Claims,Midwest
CLM000501,HCP0022,PRD008,2025-06-01,45,9,25,Commercial,Sample,Midwest
CLM000502,HCP0022,PRD009,2025-07-01,41,5,8,Medicaid,Sample,Midwest
CLM000503,HCP0022,PRD010,2025-08-01,40,9,14,Medicare,Sample,Midwest
CLM000504,HCP0022,PRD001,2025-09-01,24,8,16,Medicaid,Syndicated Rx,Midwest
CLM000505,HCP0022,PRD006,2025-11-01,41,3,16,Medicare,Sample,Midwest
CLM000506,HCP0022,PRD007,2025-12-01,21,5,20,Cash,Claims,Midwest
CLM000507,HCP0022,PRD007,2026-03-01,11,2,24,Medicare,Syndicated Rx,Midwest
CLM000508,HCP0022,PRD007,2026-05-01,27,12,40,Medicare,Claims,Midwest
CLM000509,HCP0032,PRD004,2024-01-01,14,11,31,Medicaid,Claims,Midwest
CLM000510,HCP0032,PRD002,2024-02-01,39,14,44,Medicaid,Syndicated Rx,Midwest
CLM000511,HCP0032,PRD003,2024-03-01,31,17,41,Cash,Syndicated Rx,Midwest
CLM000512,HCP0032,PRD001,2024-04-01,43,16,16,Medicaid,Syndicated Rx,Midwest
CLM000513,HCP0032,PRD008,2024-05-01,43,10,53,Commercial,Claims,Midwest
CLM000514,HCP0032,PRD001,2024-07-01,52,13,71,Medicaid,Syndicated Rx,Midwest
CLM000515,HCP0032,PRD002,2024-08-01,19,3,30,Cash,Sample,Midwest
CLM000516,HCP0032,PRD010,2024-09-01,30,18,39,Medicare,Syndicated Rx,Midwest
CLM000517,HCP0032,PRD004,2024-10-01,4,0,5,Cash,Claims,Midwest
CLM000518,HCP0032,PRD002,2024-11-01,36,14,28,Medicaid,Syndicated Rx,Midwest
CLM000519,HCP0032,PRD002,2024-12-01,39,0,10,Commercial,Sample,Midwest
CLM000520,HCP0032,PRD004,2025-01-01,44,6,46,Commercial,Sample,Midwest
CLM000521,HCP0032,PRD003,2025-03-01,28,4,47,Medicare,Claims,Midwest
CLM000522,HCP0032,PRD010,2025-04-01,26,8,37,Commercial,Sample,Midwest
CLM000523,HCP0032,PRD002,2025-05-01,35,8,52,Medicaid,Syndicated Rx,Midwest
CLM000524,HCP0032,PRD003,2025-06-01,19,2,8,Cash,Syndicated Rx,Midwest
CLM000525,HCP0032,PRD001,2025-07-01,17,1,21,Medicare,Syndicated Rx,Midwest
CLM000526,HCP0032,PRD009,2025-08-01,45,6,31,Medicare,Sample,Midwest
CLM000527,HCP0032,PRD005,2025-09-01,38,4,54,Cash,Claims,Midwest
CLM000528,HCP0032,PRD007,2025-10-01,31,3,50,Medicaid,Claims,Midwest
CLM000529,HCP0032,PRD005,2025-11-01,38,2,51,Medicaid,Syndicated Rx,Midwest
CLM000530,HCP0032,PRD004,2025-12-01,24,15,35,Commercial,Claims,Midwest
CLM000531,HCP0032,PRD005,2026-01-01,17,8,30,Medicaid,Syndicated Rx,Midwest
CLM000532,HCP0032,PRD005,2026-02-01,47,16,46,Cash,Syndicated Rx,Midwest
CLM000533,HCP0039,PRD009,2024-01-01,24,0,35,Commercial,Sample,South
CLM000534,HCP0039,PRD001,2024-02-01,32,11,30,Cash,Claims,South
CLM000535,HCP0039,PRD006,2024-03-01,25,2,39,Medicaid,Claims,South
CLM000536,HCP0039,PRD007,2024-06-01,17,6,8,Cash,Sample,South
CLM000537,HCP0039,PRD009,2024-07-01,18,12,32,Medicaid,Syndicated Rx,South
CLM000538,HCP0039,PRD004,2024-08-01,26,14,22,Commercial,Claims,South
CLM000539,HCP0039,PRD004,2024-09-01,33,18,49,Cash,Claims,South
CLM000540,HCP0039,PRD003,2024-11-01,49,15,68,Cash,Claims,South
CLM000541,HCP0039,PRD006,2024-12-01,22,1,7,Cash,Claims,South
CLM000542,HCP0039,PRD003,2025-01-01,45,16,59,Medicare,Sample,South
CLM000543,HCP0039,PRD002,2025-02-01,4,2,9,Cash,Sample,South
CLM000544,HCP0039,PRD001,2025-03-01,16,1,13,Commercial,Claims,South
CLM000545,HCP0039,PRD003,2025-04-01,15,9,23,Medicare,Sample,South
CLM000546,HCP0039,PRD006,2025-05-01,10,3,20,Medicare,Claims,South
CLM000547,HCP0039,PRD008,2025-07-01,32,12,19,Medicare,Syndicated Rx,South
CLM000548,HCP0039,PRD003,2025-11-01,14,10,13,Medicaid,Claims,South
CLM000549,HCP0039,PRD002,2026-01-01,46,11,21,Cash,Claims,South
CLM000550,HCP0039,PRD009,2026-03-01,43,3,44,Cash,Claims,South
CLM000551,HCP0039,PRD007,2026-04-01,20,15,15,Commercial,Claims,South
CLM000552,HCP0025,PRD005,2024-01-01,36,18,44,Cash,Sample,Midwest
CLM000553,HCP0025,PRD006,2024-02-01,44,4,22,Cash,Syndicated Rx,Midwest
CLM000554,HCP0025,PRD002,2024-03-01,44,5,49,Commercial,Sample,Midwest
CLM000555,HCP0025,PRD002,2024-04-01,54,15,20,Medicaid,Syndicated Rx,Midwest
CLM000556,HCP0025,PRD003,2024-05-01,32,17,29,Commercial,Sample,Midwest
CLM000557,HCP0025,PRD008,2024-07-01,49,17,31,Cash,Sample,Midwest
CLM000558,HCP0025,PRD003,2024-08-01,11,8,14,Commercial,Claims,Midwest
CLM000559,HCP0025,PRD010,2024-09-01,46,15,26,Medicare,Sample,Midwest
CLM000560,HCP0025,PRD004,2024-11-01,29,11,24,Cash,Syndicated Rx,Midwest
CLM000561,HCP0025,PRD003,2024-12-01,16,14,17,Commercial,Sample,Midwest
CLM000562,HCP0025,PRD003,2025-01-01,31,0,37,Commercial,Claims,Midwest
CLM000563,HCP0025,PRD001,2025-03-01,55,18,38,Cash,Claims,Midwest
CLM000564,HCP0025,PRD004,2025-04-01,24,10,17,Medicaid,Claims,Midwest
CLM000565,HCP0025,PRD010,2025-05-01,25,13,37,Medicare,Claims,Midwest
CLM000566,HCP0025,PRD002,2025-06-01,18,15,28,Medicare,Claims,Midwest
CLM000567,HCP0025,PRD003,2025-08-01,35,12,20,Cash,Sample,Midwest
CLM000568,HCP0025,PRD004,2025-09-01,28,11,23,Medicaid,Claims,Midwest
CLM000569,HCP0025,PRD003,2025-10-01,21,18,26,Medicare,Claims,Midwest
CLM000570,HCP0025,PRD009,2025-12-01,26,5,19,Medicaid,Sample,Midwest
CLM000571,HCP0025,PRD004,2026-01-01,41,5,40,Medicare,Claims,Midwest
CLM000572,HCP0025,PRD003,2026-02-01,47,16,29,Cash,Syndicated Rx,Midwest
CLM000573,HCP0025,PRD008,2026-03-01,28,13,28,Medicaid,Syndicated Rx,Midwest
CLM000574,HCP0025,PRD010,2026-04-01,27,18,47,Commercial,Syndicated Rx,Midwest
CLM000575,HCP0006,PRD003,2024-01-01,47,15,17,Cash,Sample,Southeast
CLM000576,HCP0006,PRD008,2024-02-01,31,3,36,Medicare,Claims,Southeast
CLM000577,HCP0006,PRD010,2024-03-01,26,0,18,Medicare,Syndicated Rx,Southeast
CLM000578,HCP0006,PRD007,2024-04-01,3,2,20,Medicaid,Claims,Southeast
CLM000579,HCP0006,PRD003,2024-05-01,55,18,19,Cash,Syndicated Rx,Southeast
CLM000580,HCP0006,PRD004,2024-08-01,51,11,40,Commercial,Sample,Southeast
CLM000581,HCP0006,PRD009,2024-09-01,43,10,12,Medicaid,Syndicated Rx,Southeast
CLM000582,HCP0006,PRD010,2024-11-01,53,17,67,Medicare,Sample,Southeast
CLM000583,HCP0006,PRD007,2024-12-01,13,10,26,Medicaid,Claims,Southeast
CLM000584,HCP0006,PRD004,2025-01-01,40,11,50,Commercial,Syndicated Rx,Southeast
CLM000585,HCP0006,PRD004,2025-02-01,21,17,34,Medicare,Claims,Southeast
CLM000586,HCP0006,PRD005,2025-04-01,33,3,52,Medicare,Sample,Southeast
CLM000587,HCP0006,PRD006,2025-06-01,40,8,51,Cash,Syndicated Rx,Southeast
CLM000588,HCP0006,PRD006,2025-07-01,33,11,39,Cash,Sample,Southeast
CLM000589,HCP0006,PRD002,2025-08-01,33,3,50,Medicaid,Syndicated Rx,Southeast
CLM000590,HCP0006,PRD001,2025-09-01,14,2,33,Cash,Claims,Southeast
CLM000591,HCP0006,PRD004,2025-10-01,23,5,9,Commercial,Claims,Southeast
CLM000592,HCP0006,PRD004,2025-11-01,35,4,14,Medicare,Sample,Southeast
CLM000593,HCP0006,PRD003,2026-01-01,47,13,21,Cash,Syndicated Rx,Southeast
CLM000594,HCP0006,PRD009,2026-02-01,18,0,17,Commercial,Claims,Southeast
CLM000595,HCP0006,PRD001,2026-04-01,37,16,42,Medicaid,Sample,Southeast
CLM000596,HCP0006,PRD005,2026-05-01,41,10,47,Cash,Syndicated Rx,Southeast
CLM000597,HCP0013,PRD005,2024-01-01,23,4,15,Medicaid,Claims,Midwest
CLM000598,HCP0013,PRD007,2024-02-01,12,9,13,Medicaid,Syndicated Rx,Midwest
CLM000599,HCP0013,PRD009,2024-03-01,44,5,64,Medicare,Sample,Midwest
CLM000600,HCP0013,PRD002,2024-04-01,16,5,14,Medicare,Claims,Midwest
CLM000601,HCP0013,PRD005,2024-05-01,46,10,18,Cash,Syndicated Rx,Midwest
CLM000602,HCP0013,PRD010,2024-06-01,41,6,51,Commercial,Sample,Midwest
CLM000603,HCP0013,PRD007,2024-07-01,20,11,22,Cash,Sample,Midwest
CLM000604,HCP0013,PRD006,2024-09-01,4,3,17,Cash,Claims,Midwest
CLM000605,HCP0013,PRD006,2024-12-01,49,17,38,Medicaid,Syndicated Rx,Midwest
CLM000606,HCP0013,PRD006,2025-05-01,46,18,39,Commercial,Sample,Midwest
CLM000607,HCP0013,PRD004,2025-06-01,9,1,26,Commercial,Syndicated Rx,Midwest
CLM000608,HCP0013,PRD003,2025-07-01,35,7,29,Commercial,Syndicated Rx,Midwest
CLM000609,HCP0013,PRD003,2025-08-01,43,6,39,Medicare,Syndicated Rx,Midwest
CLM000610,HCP0013,PRD005,2025-09-01,36,2,33,Commercial,Sample,Midwest
CLM000611,HCP0013,PRD010,2025-10-01,35,15,53,Commercial,Sample,Midwest
CLM000612,HCP0013,PRD008,2025-11-01,31,4,28,Cash,Syndicated Rx,Midwest
CLM000613,HCP0013,PRD008,2025-12-01,33,11,30,Cash,Sample,Midwest
CLM000614,HCP0013,PRD006,2026-01-01,40,14,42,Medicaid,Claims,Midwest
CLM000615,HCP0013,PRD006,2026-04-01,21,13,39,Commercial,Claims,Midwest
CLM000616,HCP0013,PRD002,2026-05-01,48,15,36,Commercial,Sample,Midwest
CLM000617,HCP0046,PRD005,2024-02-01,53,13,71,Medicaid,Syndicated Rx,West
CLM000618,HCP0046,PRD002,2024-03-01,50,14,62,Medicare,Claims,West
CLM000619,HCP0046,PRD001,2024-04-01,30,12,47,Cash,Claims,West
CLM000620,HCP0046,PRD002,2024-06-01,37,18,49,Cash,Claims,West
CLM000621,HCP0046,PRD001,2024-07-01,9,0,13,Medicaid,Sample,West
CLM000622,HCP0046,PRD010,2024-09-01,35,9,20,Cash,Sample,West
CLM000623,HCP0046,PRD004,2024-10-01,7,0,13,Cash,Claims,West
CLM000624,HCP0046,PRD003,2024-11-01,48,11,41,Cash,Syndicated Rx,West
CLM000625,HCP0046,PRD002,2024-12-01,22,15,26,Commercial,Syndicated Rx,West
CLM000626,HCP0046,PRD007,2025-01-01,10,1,15,Cash,Sample,West
CLM000627,HCP0046,PRD010,2025-02-01,8,5,13,Medicaid,Syndicated Rx,West
CLM000628,HCP0046,PRD008,2025-03-01,14,11,20,Medicaid,Sample,West
CLM000629,HCP0046,PRD008,2025-04-01,34,2,17,Medicare,Claims,West
CLM000630,HCP0046,PRD004,2025-05-01,39,5,25,Medicaid,Sample,West
CLM000631,HCP0046,PRD008,2025-07-01,17,11,28,Medicaid,Claims,West
